PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25,PCA_26,PCA_27,PCA_28,PCA_29,PCA_30,D746,D748,D729,D715,D005,D713,D372,D252,D053,D034,D027,D001,D768,D708,D394,D380,D718,D389,D745,D004,D680,D014,D596
-0.22531225445632994,0.03897772575046854,-0.23788558375456847,0.0977016162099592,-0.03746562546838664,-0.2724177994969838,0.040350519581025465,0.0818845733459315,0.09763152451342695,-0.04681779294618341,0.08591432996549479,0.0961413967543791,-0.02737870915700054,-0.0947749288770004,0.09317419347184071,-0.0011518237702695033,-0.06770844348326138,0.06912921083124315,-0.023518000585948093,0.027387638863474333,-0.0712656850159076,0.0026191304207026766,-0.014349456992608528,0.025747296283439865,0.055035815331840425,0.024288872542288474,0.028876330101859124,-0.03215314516620713,0.09931871073059802,-0.006346654126003579,1,1,0,1,1,5,0,2,0,0,0,1,0,0,0,0,3,0,1,2,1,7,4
0.13032161250095115,-0.09974376146143696,-0.12212401932537446,0.24144203520205046,0.3590691149193797,-0.053552237400781466,0.012162567671114117,-0.07251094963581926,0.10073348475272961,0.031247942694281956,0.03583819068303606,-0.05611846787410261,-0.058016706211951055,0.019081942216297287,-0.10294634954350707,-0.10590330820465146,-0.02360880207898606,0.025719783295207747,0.021263536509853194,0.06409185631061969,0.0030987106662911483,-0.008165754677533,0.006372781819084979,-0.02713429912428532,-0.03444007205014112,-0.05426999505735474,-0.08435588940050909,0.057106117307041585,-0.05246855977228161,-0.021359899786842815,7,0,0,3,1,4,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,7,3
-0.157178410526005,0.12494425084143687,0.05460585010610518,-0.02051779899536373,-0.15226030269466262,-0.04977653268207709,0.036889305253031884,-0.13750258335324728,-0.07327995784775523,0.0589540869346998,0.07735106085390762,-0.02370865243062538,-0.046305650765475714,-0.08432642155998861,0.029180891172107606,0.10985920789566553,0.1015396754935673,0.07691587589553484,-0.03341495456370756,0.022470756353331952,-0.039137160952340065,-0.05091362907808289,0.046311678584773995,-0.007369737266805494,-0.005140563825898463,-0.03015081134115162,0.060038750517971376,-0.0453777689136805,0.04078466390700471,0.010476861432114914,0,2,0,4,2,4,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,7,1
-0.25117259412283105,0.018336800700549057,0.20845788185107453,0.25106003948615213,-0.322884644407743,0.1384456760255497,0.04326697577155414,-0.1039086133285995,0.028129910662423714,-0.030662986839821244,-0.005319782432936841,-0.13601120772042005,-0.10707326957498417,-0.0138817675602813,-0.17524624671792333,0.024725210530136533,-0.01920531260986049,-0.03734710376870798,0.08008615283567073,0.020282224801282826,0.05784489530470031,0.003961609494324229,-0.03614430784638769,-0.022441233193443752,-0.04606073113197136,-0.04244260365908664,-0.039632730563687116,0.002093262344626135,0.16254499942977607,-0.021697893524713394,9,2,0,12,1,7,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,16,1
-0.18578336576305335,0.23043903366297605,-0.2116161553328374,0.05913233887145119,-0.03489843200358742,-0.25521979135871625,0.177876321555616,0.09758660627936569,-0.12327855812031543,0.19188863386628968,-0.037345208782797804,0.041818347665345854,0.0725994583529036,-0.01328026343710158,0.1434596684361552,-0.00431016997018345,-0.04112266323795679,0.10509869746533083,0.04249555156949722,0.004068314225869457,0.005827625791730675,-0.06942436088722023,-0.03436393147395857,0.026166458457774124,-0.06956404491252603,-0.008719582907175602,-0.01927331322021548,-0.003585399184008616,0.040952209191376696,0.0008498273442094743,0,3,3,2,2,3,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,9,2
0.22397075394870297,0.177479464262415,-0.26866811883216024,0.019744966931395234,-0.15012360425390237,-0.13435447834161066,0.39818357970152535,-0.16932863147218044,0.10763139726967315,-0.10579572162117262,0.007871615084933371,-0.06476622540537508,0.0170059606855611,0.109219571574638,-0.02059009150618126,-0.09074957975128177,0.01932823968316287,-0.09894088801284565,0.00029475309567613696,-0.11334661713656262,-0.08491858907368298,0.04431707812246908,-0.05504889290610091,-0.07008154365064678,-0.08600867451990325,0.004992121184581869,0.022347454967020286,0.06967838905798479,-0.02982693573418312,0.07010789777451747,0,0,3,0,1,3,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,6,3
-0.40061399911284784,-0.06497841434988792,-0.2694581945660326,-0.17907727422318645,0.029567934859855916,0.026334738602692528,-0.12058662537042561,-0.05185137249228516,0.06310688922774196,-0.015165503163111585,0.13628533173042334,0.0819463497781176,0.04015815642616179,-0.02506130968656179,0.08769195391321027,0.10510644951735854,0.03685903099582341,-0.028740624774503058,-0.04302971821146765,-0.012035286285107274,-0.10715111494548167,-0.01771415879851645,0.0248807846521256,0.004321407650893259,0.05644674374061126,0.010942299510418352,0.014611251488240768,0.02616553672842531,-0.0696292209729911,-0.0395739409985293,0,0,2,0,1,5,0,2,0,1,0,1,0,0,0,0,1,0,2,2,0,5,1
-0.3283806375288597,0.06720259307790032,-0.11123607528645,-0.30475433401616947,-0.0951713421992133,0.16226624911512288,-0.06944919570423155,0.0461971193539568,0.056534840625349275,0.21688590112839942,-0.0014630254523656473,-0.009807034991341883,0.00903917146790215,-0.0812046513238943,0.012534022324717054,0.08153906783851378,0.00351412966592631,-0.025570266500248337,-0.02758472597192085,0.02547898589854527,0.05983030756920262,-0.04712380420535938,0.011122977002894477,0.08462607755305752,0.03116204737253372,-0.00028379568669754246,0.08842003182947525,-0.010665846170921606,0.009417517288877575,0.0842765609508827,0,0,0,0,2,1,0,2,0,1,0,2,0,3,0,0,0,0,0,1,0,9,0
-0.1471581098502559,0.2223087412585923,0.3472443839276327,-0.1737193366263105,-9.650437347247763e-05,-0.20605376807345896,0.09405440211855903,0.027029358506872672,-0.07318937849353788,0.041084853840713434,-0.016946843305797096,-0.018898486358963865,-0.13467601243789243,0.09234020569260157,0.080890956368722,0.11863431791158294,-0.18988006466029592,0.16605846459750181,0.0017498762562608147,0.04922952903205596,-0.024221184262764588,0.0557601687044637,-0.03844210842174477,-0.06078868711580948,-0.0781026559009376,-0.040033819573662276,0.0031823938038812887,-0.0300667713166369,0.06897073822869158,0.09235979648794,6,4,0,9,4,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
-0.20568536692856998,-0.11702352534664905,0.12000765387035148,-0.1200465742404334,0.04140888344658388,-0.2039323670787376,0.1604505707530814,-0.059565563067754033,-0.23560285462685368,0.036689030224196374,0.0035619892661245788,0.04104356784861814,-0.0691202431620873,0.07062511944257072,0.1334386627769812,0.07917051504837182,-0.0368454363936014,0.07761919322672475,0.06524947454995732,0.11314291328059509,-0.11186161089145216,0.023213108164762124,-0.02970767880540339,0.04072100412272736,0.012664175823977438,0.1427531906286203,0.045005217655131456,-0.03751493255680964,-0.01700880021077271,0.018883935716042993,0,3,2,2,4,4,0,2,0,0,0,1,0,0,0,0,1,0,0,1,1,3,1
