PCA_1,PCA_2
-0.20285590067195858,-0.03455728111860641
0.5967326289232624,0.0880110056230967
-0.17766570565690157,-0.04495119806943686
-0.06227946918942526,-0.19785329222630152
-0.1938973512970667,-0.04908607576581294
-0.11620802863090061,0.017902761493412012
0.14072358294501341,-0.22882002293125467
0.2039487776491895,-0.45860065803239763
-0.14723539032071745,-0.14772589746232156
0.004067591575280799,0.29774402550582185
-0.18959859433180754,-0.049514924643045424
0.11018445926383066,0.3326218876858532
0.24222685031846772,0.12658618404353367
0.14400772702812625,-0.21877087101385145
0.15403699449887712,0.31001792550569185
0.06607336091767928,-0.22909885453556225
0.41952698958560436,-0.1685657315050784
0.12744768142045199,0.05326685976064654
0.01325963962165775,-0.12131381741122814
0.08934242126793913,0.0264800217719209
0.010134233006227128,-0.021253568042673542
-0.024017780979273626,-0.00021065768646326422
0.018592877904665017,-0.12132665562547132
0.07871357089885296,0.37452639072219585
0.12305169399064218,0.3434904820041032
-0.18307283269004673,-0.058214935100632345
0.1136207814803207,0.21353167923879418
0.22290502909396825,-0.009976428642999196
-0.004914899720862426,-0.13184646925181734
-0.0880459680852091,-0.15667178832566409
0.03182214163085641,-0.1284175015479163
-0.23811645460852154,-0.05215249844929525
-0.21954018112760876,-0.028071823514756112
-0.10854570028677162,-0.14882231502743104
-0.19268236635982858,-0.046463698024855435
0.49215937495494216,-0.05413212491706825
-0.1996272629805589,-0.042327868405768444
0.31660317657717113,-0.49769994138494944
0.2564443769269231,-0.21395172151176137
0.17837389878426146,-0.11653251118806009
0.012356725745611835,-0.1300615274382682
-0.03409791800454341,-0.10864734050975865
-0.21098458219098773,-0.04580268234513326
-0.19312328689342073,-0.03886808521193034
-0.12345654252814645,-0.19555428281354745
0.23207724548783892,0.3458107446664844
0.4579626601471283,0.004498749862564962
0.00861294287113452,-0.01286553870256431
0.027602289847541355,-0.2966686922558879
0.03462398643198616,-0.0015251568826366072
-0.1744644811592702,-0.0500356204954012
-0.010925823437488552,-0.04004917602127606
0.366983099000487,0.14471598603228653
-0.1607455301757076,-0.026105569642534212
-0.03347283903387457,-0.25541203497055454
0.3237334171841413,0.1573770526271765
0.017530653309760693,-0.17973919052253892
0.009944991730558014,-0.05149345651764638
-0.19139598972443886,-0.0520267931874422
-0.1567923691590975,0.010724147016915802
0.3692611323261185,-0.09084714785126861
-0.03143081766074238,-0.10850985776137863
-0.19491057231861755,-0.04179223084728703
0.00861294287113452,-0.01286553870256431
-0.17668585301177106,-0.03554990468795463
-0.0387088305263376,0.27503032291605034
-0.19349407189212983,-0.04142491550045402
-0.20235531570795112,-0.0887732522196854
0.13635331498007144,0.4495852406879162
0.1584471893670326,0.06577671992573982
-0.19130570167063293,-0.03356529335730452
0.08552788028661568,-0.11879976917980463
-0.19765187990166405,-0.10901513564385776
0.4218206177796157,0.32127009610468227
0.32203966834916525,0.18069871263628107
0.049467640127269945,-0.13608784398130383
-0.02043038395246609,-0.22152416383691337
0.13307974288183957,-0.07892272022270913
0.168090189167264,-0.20318842715946583
-0.0704448809522629,-0.16360346906867704
0.39684543793749116,-0.31668732035432573
-0.19068118093518555,-0.05418962280384143
0.23998863718850416,-0.07610389264169985
-0.15435118587030974,-0.03716210112364906
0.15061077314423676,0.33457120131296225
0.3061289231576158,-0.3745345736770604
-0.1935827133115453,-0.03590972803217437
0.21004251369244445,-0.2552545348565485
0.26506526257147767,0.03614663997265552
0.15282848205176658,-0.08629257654060159
0.1348838870552362,-0.22109996255361097
0.12158612175913844,-0.22873746351386232
-0.23406889290814786,-0.051679436874534065
0.18158065095839568,-0.25163903788073333
-0.0035814876454067345,-0.24327003932286453
-0.19074507680801825,-0.040707590673754984
0.42076549422781595,0.15762026277505353
0.3515846681029946,-0.032293297938031644
0.11836703700688041,-0.1535629708137117
0.0178306771719837,-0.10143580340798407
0.04308145157699418,-0.17562667835233453
-0.1863428920838795,-0.12653171237889455
