PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25,PCA_26,PCA_27,PCA_28,PCA_29,PCA_30,D746,D748,D729,D715,D005,D713,D372,D252,D053,D034,D027,D001,D768,D708,D394,D380,D718,D389,D745,D004,D680,D014,D596
0.3463728914030177,-0.13948181533364906,-0.1261445422090291,-0.026623722993583506,-0.048371083068012126,0.004848349827334111,0.19632053478437955,0.1084967147380353,-0.1541270716184727,0.16349819582748953,-0.14271706581896476,-0.14740940356823545,0.026870691243301218,-0.06888653173214214,-0.0764164496724644,0.1600611988961938,0.02853609951690524,-0.026394816127152,-0.1871495354312439,-0.01782453862915017,0.05473384899636387,0.12537780187872588,0.036510478366281206,-0.10963878842641103,0.19564485686638378,0.0009730398309314957,-0.01621198999941339,0.030730076358457536,-0.03514758745931717,-0.0882181877392564,0,0,0,0,1,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
-0.41333527564747136,0.2357885342900793,0.048314067372856,-0.03903755727080495,-0.06169523044500217,-0.20047830267228217,-0.01977883582999565,-0.03255619033067018,0.07253263187150598,0.07943199919836047,0.07269987788252484,-0.0312314068172731,0.06879486173807278,-0.09377863774104864,0.0007055627911624852,0.019841868768020098,0.029677292425040917,0.09688389251706626,0.008960754290592954,-0.02108498880950361,0.010155225672009978,-0.07907863060306321,-0.04383448008724787,0.01852182471392913,0.05614456299754281,0.01090824444245346,0.028429878192634133,0.04431600661144743,-0.02855646843269868,-0.03291207049113817,1,2,6,2,2,3,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,8,1
0.12490346990582542,-0.17439645895962552,-0.13881865737614463,0.39405616269621907,0.18733029451463418,-0.0945025138263245,0.044526244005892376,0.12159786375494856,0.00012990169042318388,-0.10377429841706147,0.04908386345486244,-0.025130028979654134,-0.11775617120418884,-0.06629972140200077,-0.1266277327144221,0.07430633478978463,-0.08310550502017276,-0.029792582581984205,0.005408269453280361,0.05675016692385329,-0.13132959374535066,0.003868410166248084,0.007776284629907756,0.05112479059958262,-0.011613153886409287,-0.10024782364638479,0.1740450256470238,-0.013462349934298266,0.03628007109451107,0.11353360193591017,7,0,0,3,1,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,7,3
-0.2527943429211997,-0.3014620182048686,0.27802818719218425,0.18442919340057495,-0.26241541348550435,0.022409142010266152,0.096987108839324,0.01812213464199405,0.0802065277186763,-0.014685067448873677,-0.07088328533640732,-0.0017787485689601708,-0.028460047546946456,-0.07130551175560217,-0.2345514034969364,-0.1864353822255605,-0.033237072994785684,0.09504318768891562,0.05120010542862312,-0.01924259745496394,-0.0017526236936462663,0.005451888444096761,-0.02956286597195089,0.05450005236663312,0.04102315190366403,0.10042580843786747,-0.10810619902503163,-0.08885171775272005,0.11299683264879432,-0.08416230269964281,9,6,0,4,0,10,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,23,8
0.12675234723239134,-0.33855327287189535,0.3121392902271764,0.017819387078557077,0.0993003093019553,-0.12436398942652489,0.07967333748550735,-0.0013619205241055246,-0.0459832702879286,0.07193847509980231,-0.09315377797326642,0.04732156221035613,-0.15978114527932555,0.12063169315834045,0.02723771272223656,-0.012995302457514627,0.012556625193146723,0.017324941920235863,-0.048937959542466804,-0.051421701031412075,-0.042045931246360226,-0.017561156622133638,0.030079485288554707,0.14769106705750007,-0.0013954202965380524,0.06649042822763485,0.07105065341492713,0.02941661475729057,0.020303038846581106,-0.03521117106054361,7,5,0,7,5,5,0,2,0,0,0,1,0,0,0,0,1,0,0,1,1,12,5
0.12453604859211215,0.06903158423394304,-0.16807388411925497,0.19550241668625218,-0.23672890077660452,0.0818491632696871,0.2995024037502331,0.17819123404792808,-0.09648427844846241,0.10587038295231627,-0.10753923291197379,-0.11293875755986323,-0.10753088995082648,0.013888522687787066,0.1522083684784045,-0.1081889448747107,0.0375191405136175,0.04131662681261013,0.0021032096723156016,0.11419408317208782,-0.027172449384195888,0.010114901036528857,0.040699369258577284,0.0030255726978033583,-0.0038739235277357453,-0.04330443480429937,0.035986189481862024,0.012042337702543877,0.007236228898777066,0.10698024629717806,5,0,1,2,1,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2
-0.3063546400495861,-0.11729389124293475,-0.11956310732342189,0.21438411302462118,-0.2772195553296868,0.22651818198331866,0.075316753733893,0.14286588786680604,-0.03444580695326833,0.03913854224973535,0.01617927223677471,-0.009472045249011778,-0.03717187524043779,-0.06358750922161466,-0.014298428433682564,-0.057176495153052245,-0.09117781082231963,0.04252005955699803,0.06315875318499056,-0.04680561128079057,0.08567414151845425,-0.0755159576045018,-0.0907187899730011,-9.672937272329693e-06,-0.13546698416376635,-0.07477763723703926,-0.017363861214952366,-0.005219128611475148,-0.05304353731745426,-0.035010460156236684,5,2,0,5,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,17,2
-0.4907000137942975,-0.31678612392271804,0.06929373599754472,0.020396023407051225,-0.17335866976049805,0.029471308777530025,0.06514501062485849,0.06705170086661348,0.019173226841249627,0.04161255291024674,0.028575052667005142,0.1525241257135289,0.1310387873561665,-0.14387885576654708,-0.1245158225925128,-0.07292478569545252,-0.01835477474451687,-0.0007594540228248337,0.01548676927804992,0.03690900040299898,0.06312466144992607,-0.02252648336596888,0.02207190190964862,-0.02137010938118524,-0.04421630350568571,0.015699061853665416,-0.09634295673081211,-0.05551819946996012,-0.02539003264370165,-0.0149339808387219,0,0,0,2,3,8,0,2,0,0,1,2,0,2,0,0,2,0,0,0,2,15,2
-0.1541875391037379,-0.41138987516967024,0.3448787832556222,-0.025668135171627183,-0.0912244481547265,-0.06775284636684799,0.13372488062792134,-0.00958643610289356,0.11016593997354478,0.08062529721228713,-0.013417931737155995,0.11592557576669307,0.07763607607305624,-0.06474208686218118,-0.27072637572027586,-0.1144046013068653,0.15675149588734819,0.07371063438039702,-0.015669177030203,-0.016584876841543996,-0.10385971113207294,-0.024486049239669624,0.011886430634406659,0.1104334510025388,0.07940961951725073,-0.08142894982201146,-0.21029921532339915,-0.07639235496212449,0.007874000387191927,0.040144373606525056,2,4,0,5,3,10,0,2,0,2,0,2,0,0,0,0,1,0,2,2,0,27,3
-0.007004393307297286,0.3388404489513019,0.45469665138958537,-0.02391271198723273,0.025192694599797144,-0.08238101153034208,-0.05096356613886604,-0.1294181905548968,-0.1711875758584625,0.06452703170571852,-0.031740203554774415,-0.004010476908363727,0.002929840661796277,-0.06222748280507702,0.08265686375739179,0.04951730051116693,-0.20444758490236511,0.1894335277361179,-0.0930928796247162,-0.030200728630768354,-0.03217118022104465,0.0666490212315882,-0.08796411769904963,-0.009579015376400381,-0.08582876660450216,0.0012228712693128259,-0.0016942643069868943,-0.0021549045651230968,0.04308863028334925,0.05036808417745067,13,1,1,9,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1
0.14748017004098032,-0.279907246404752,0.02416345957216771,0.2501825583817648,0.05381559730511262,0.17146651834656923,0.007375974137826855,0.057395050342767054,0.10836205033918682,-0.11339680578398423,-0.052827934589921584,-0.13447743635152914,-0.029821071632434137,0.05399254947555182,0.04364298848648154,-0.04591472400615641,-0.07507113473797193,0.25923180911423455,0.06631592881883788,-0.06432147709372053,0.029595137400045574,-0.12047044906143663,-0.0783407779058952,-0.011951336096145126,0.07065975035532233,-0.07370796373129937,-0.05367610360772963,-0.0013580583297895677,-0.07615984189939398,0.06805708172849337,12,2,0,9,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,23,4
-0.10900397042529118,0.35567315106837466,0.3967155430330376,0.05042392782955433,0.13432912720472323,-0.20335384380327315,-0.08247482354364938,-0.0728129559602281,-0.0990560513835241,0.01762611153780787,-0.0563126153603889,-0.0989607195709734,-0.002640867255536472,-0.03018902670868215,0.005305047415358036,0.04312826930754722,-0.20456926524165522,0.048417396434664625,-0.03363249320765466,-0.0062447784239519945,0.016895792943174483,0.10763420966413416,-0.10123172468821141,-0.03310170143274445,-0.05646401466803341,-0.021912311127116814,0.04782414527945291,-0.09155484812906177,0.011434530838729567,-0.0057614608711182985,9,4,2,7,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3
-0.24244487588664038,0.2092838969438692,0.20998701326964997,-0.07861554974835343,-0.039638352210912414,-0.1549365459033425,-0.0803141435921629,-0.1916906302618195,-0.23537715082069768,0.06584695909417725,0.005673579382925271,-0.014489460919842479,-0.09921868142381823,0.03332477674365948,0.11411629628925153,0.10528116000487772,0.03582585912735551,0.09332014008996799,-0.03877799600123869,-0.02836821900553837,-0.0912180791213241,-0.021263554213967344,0.015573145032277426,-0.11066931157860653,-0.007473948346944081,0.042886105854153346,-0.026662177055208965,-0.04926624401223811,0.02954535859158684,0.043424177591442764,8,1,0,5,3,3,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1
-0.2408681978173431,-0.11910683751759471,-0.3851978080640017,0.0692252539815504,-0.030797535156523483,0.13161392232968266,0.0021160274668687116,-0.2777698440263584,-0.0969918843860093,0.05848421497504767,-0.026776149204784272,-0.02711771393293169,0.03385037835055495,-0.014644019466104375,0.09676447311904435,-0.0631170472467894,-0.11880410279208613,0.03594873279615365,-0.03338567782277678,-0.07113809686319736,-0.007969564978885037,-0.03533579628063315,0.07148723232073986,0.057954965301433764,-0.0064257351656085825,0.002522912421604455,-0.01965809296890122,0.10028476954338351,0.02718449059292072,0.05252669195012631,2,0,0,1,1,4,0,2,0,0,0,1,0,2,0,0,0,0,0,0,1,10,1
-0.12736978103130842,0.3344353327984176,0.3261182928186897,-0.09038972384179357,0.04351212227960063,-0.1934693508938548,-0.09322745788624376,-0.13466564716147902,-0.1798979387143662,0.0917747159752486,-0.0383870451866195,0.010258172077105814,-0.0009150918182359545,-0.051677160006946804,0.15356458035848825,0.0063900750557597755,-0.14414744391195258,0.15667452753596517,-0.06387080095839827,-0.07437209118839151,-0.005867271231246375,-0.006539474355270065,-0.10808010804868945,-0.05459255542374224,0.0026772331960503992,0.008913922480873904,-0.00943357670681717,-0.026788602078369278,0.05842164484136929,0.04955864323350526,9,1,0,6,3,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1
