PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25,PCA_26,PCA_27,PCA_28,PCA_29,PCA_30,PCA_31,PCA_32,PCA_33,PCA_34,PCA_35,PCA_36,PCA_37,PCA_38,PCA_39,PCA_40,PCA_41,PCA_42,PCA_43,PCA_44,PCA_45,PCA_46,PCA_47,PCA_48,PCA_49,PCA_50,PCA_51,PCA_52,PCA_53,PCA_54,PCA_55,PCA_56,PCA_57,PCA_58,PCA_59,PCA_60,PCA_61,PCA_62,PCA_63,PCA_64,PCA_65,PCA_66,PCA_67,PCA_68,PCA_69,PCA_70,PCA_71,PCA_72,PCA_73,PCA_74,PCA_75,PCA_76,PCA_77,PCA_78,PCA_79,PCA_80,PCA_81,PCA_82,PCA_83,PCA_84,PCA_85,PCA_86,PCA_87,PCA_88,PCA_89,PCA_90,PCA_91,PCA_92,PCA_93,PCA_94,PCA_95,PCA_96,PCA_97,PCA_98,PCA_99,PCA_100,D719,D738,D597,D739,D680,D732,D713,D709,D765,D754,D367,D715,D604,D366,D600,D016,D675,D379,D005,D599,D714,D752,D650,D721,D744,D689,D668,D677,D004,D717,D377,D252,D413,D375,D716,D130,D724,D648,D742,D768,D393,D411,D397,D399,D398,D330,D382,D327,D373,D725,D381,D380,D601,D679,D750,D392,D376,D034,D390,D606,D385,D035,D602,D389,D610,D621,D674,D378,D001,D384
-0.25669922301073234,-0.29851151064317283,-0.055827070244119606,-0.2273242563259378,-0.10233191519500871,0.054583956588846676,0.007389873012012472,-0.1559803376104152,0.07685852916430222,0.11571919526028171,0.08254189946460123,0.05265202111929393,-0.05839505813766648,0.19508678201595905,0.04701960301217451,-0.013275274201625475,0.06266190671183113,-0.06153802243159254,-0.07605796997587957,-0.05241997979721715,0.16888904250435094,0.044669801382446486,-0.038791443839916256,0.009297297873699456,-0.13822313388682606,0.014963723949612186,0.10356473204176161,-0.03487526916779669,-0.03035081696523466,0.10359863541765177,0.06322938751712401,-0.09603618322772109,-0.14894667673240872,-0.06549060279333703,0.02044366192767838,-0.05997328757103339,0.0008926304798421991,0.05096169612542172,-0.038054325257000546,0.026954115898196393,-0.05449444619306287,0.059518068135214736,-0.016775256349013452,-0.03550115797037078,-0.07017291080969267,0.04373687611976501,0.003937322640189473,0.029349741258033656,0.02319958714944083,-0.053744774315528716,0.048407383055009676,0.0029271094866368495,0.03031017381837377,0.03683992664856815,-0.02716979974238035,0.08696929236509701,-0.02180346741895233,0.020930835945269406,-0.10402183712273345,-0.029854442207190857,0.0452238853998446,0.007872954068137736,-0.0780813484368213,-0.026970807353030854,-0.03350451546912406,0.019261362721772146,0.0768695645413133,0.024656911731649443,0.027345541560623972,0.03655978606401704,-0.003511556672362505,-0.0721619443500976,-0.03603724450005627,0.002565980385252223,0.09162807241244789,0.03418132801063753,-0.03548530565338528,0.006431850095332446,-0.02850490091258817,0.026112855031015014,0.04078796804744427,0.046159686612995084,-0.004339271449824669,-0.06836653120609437,0.016929216557534352,0.0009385931871869636,-0.044292317183164384,0.054569759382073535,-0.0117690570202498,0.04667231415673383,0.014994046565942089,0.019255852366265314,0.0013951063787331734,0.039796229267497124,0.012115746819989597,0.004252831954963822,0.005598115066487093,-0.04820204397701022,0.05478380148253553,0.03221816604485522,0,1,0,2,0,1,4,0,0,1,16,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
0.24546111646596466,0.39460033445032777,-0.015258510266440095,-0.010163920654094783,0.03476427739447158,0.16566403029789056,0.0200169850327776,-0.05249605272153692,0.044970322700155316,0.015282382877120937,0.013004716772550202,0.025543654909658493,0.009239658167348635,0.016772698376696156,0.03846341971124591,-0.04712180033423195,-0.025730268275731792,0.013400461236037161,-0.014789493667859251,0.017206724265164588,0.029665139140074535,-0.04494567006244458,-0.0026658562904648053,0.037904586482618546,-0.008038237408482397,0.0172540351967501,-0.09159203783656295,0.01739264308996758,-0.02333574663179141,-0.02490247804657099,-0.03765145501682184,-0.01833877737589426,0.028015915919317447,0.08127250577473527,0.029392263318683078,-0.020373571112773083,0.04689518387580394,0.01748675899879753,-0.005410377438365336,0.031183843030351596,-0.025130778526214842,0.040428061892655374,0.028245017070502886,-0.06258441217569048,0.032580857857635384,0.035041277479588434,0.02448966884268291,-0.005963008061247331,-0.01780717110252561,-0.0011435208823190497,0.05306976286616387,0.0369902253803215,0.03842259451936259,0.00676024504549293,-0.025888426285543727,0.00454508365332551,-0.024153990220129113,-0.0061734824870626065,0.0236692667366494,0.004822688613097856,0.0005158414336066536,-0.0042243304984912605,-0.014941861008794598,0.008669909956799015,-0.001335749318036622,-0.0021717041209976962,-0.019836339022099282,-0.0008656862491617841,-0.004786513554869394,0.039800992055330324,-0.02525866933361389,-0.03834882174267044,0.022475239623015453,-0.025998560775576184,-0.03139626898392476,0.01364329678496802,-0.005361481771000626,0.01309721045538293,0.017499635836044865,-0.0006447553804699996,0.004852832076624139,0.014757922668257446,0.010922738536347128,-0.015415509843507749,0.01610429888602477,-0.00515686306207452,0.0041959647318666055,0.014607554896328787,-0.02051495745340555,0.001808518107039702,0.001185389882696529,0.013051023887599256,-0.016528039752152453,0.0063407735265501655,0.0014697180454894248,0.005201431517916993,0.01233417265214589,-0.003971542374117313,-0.02369498318730384,-0.01657055458591305,3,2,1,0,0,2,3,0,1,1,30,2,2,5,4,6,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,2,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0
0.01303199244622656,-0.12305378482539019,-0.12681426120258918,-0.2560687432838466,0.2549460557953366,-0.06158720931777955,0.03641473818668965,-0.12060916292369944,-0.02676983554071786,0.13318352232136785,0.05575345316954561,-0.005033575658621652,0.1198047650850067,-0.029627658001127113,0.05623228820860557,0.03279894767346753,-0.07092076052947378,0.15578541408955568,0.061580165705672485,-0.024492763094263195,-0.05031532425854312,0.018767433817531216,-0.002094047645440359,-0.027114182315282804,-0.04495470906701993,0.014591036696868237,0.06575294868975655,-0.02000415899620641,0.032515598372780265,0.029340666629029528,0.07782131996559272,-0.02055937772021847,-0.032982562200117194,-0.04234910922852004,-9.335180411798008e-05,0.0017997878333136349,-0.01708903424468576,0.010005741904354614,-0.011712332577721278,-0.031641024750076206,-0.0023659952906650277,-0.017565858715114888,-0.031959163716086814,-0.0555488491650659,0.03591178594061653,0.047084720921034766,0.011109934924918111,0.058225611325156815,-0.011072242785820235,-0.06854176493513292,-0.056217213629933385,-0.01806945352596776,0.03218465864776531,0.08188995511504223,0.009968843184478103,-0.07047426987203799,-0.014538341330757711,-0.006310344729634187,-0.009857860162205787,-0.031981968192834706,-0.0550506753178511,-0.04806669824429882,-0.03813406677212249,0.044932642670344816,-0.030087379556853613,0.03089781501287029,0.0020460410527860014,-0.04795581542314813,-0.04275928454040562,0.0006077595292534564,0.034041986063965635,0.0646722244683966,-0.0691329747522955,-0.01323028767774172,0.07253892949013285,-0.004341356681895066,-0.02364948942871655,0.008607784509678786,-0.019606446339566676,0.010607330777372335,-0.05284580124432679,0.009359365734270066,-0.06403811127358204,0.0019556751983828813,0.026417721706390833,0.016830708926005904,-0.024614283960313958,-0.08149980271956195,-0.0015939927565726646,0.015600476699624105,-0.0027189829342138434,0.0019792876984230674,-0.0096847847296456,0.02404842481069012,0.025913231162404723,0.0069959135837998,0.005372621182598635,-0.008010929591273239,0.030206814953125643,0.008489494650977668,0,0,3,0,0,2,5,0,0,3,8,3,0,0,0,3,0,0,1,0,3,0,0,0,2,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.06548742493687978,-0.3178010760055652,0.19603694392335416,-0.047584923237345374,0.11626170503004654,0.03631809148968086,0.000970672942562506,0.03211215685633655,0.010430419066363272,-0.004119224233815677,0.017607829128145187,0.02082807401416496,0.03770375442332125,-0.00026685016407587085,0.03258674796037027,0.0030875856068308324,-0.07829115097735448,0.012694488159318203,-0.013512267053588751,0.01629168364592499,-0.03211602181906176,0.04015993528498636,-0.019703877735026052,0.04153335061136166,0.016663861557943978,-0.06501267577753984,-0.0048102266058891955,0.04005693024681052,0.048716339668238205,-0.023423783042128162,0.0628639080336373,0.020726760479835675,-0.012867342198145473,0.0025330956258397454,-0.003675895162677632,0.052041857926199565,0.022379666011820974,-0.028075742713724604,-0.02920473796459032,-0.11485844477605207,-0.06718715116413101,0.42808146706722455,-0.013063983498037812,0.1545509002407979,0.22219953683011712,0.0337198815073712,-0.20686882253691533,-0.05939698858885202,0.05109600586100526,-0.03530313918857728,-0.040320921386280115,-0.04731889935494911,-0.0275073674770962,0.0018853467492701732,0.0015098777838768625,0.01805530073021224,-0.010647084485846968,0.026070530626691985,0.024481868485674553,-0.03900690156317173,0.013432353646677483,-0.013621389043173303,0.012046630212914789,-0.040350274964912364,0.007669790575049835,-0.018019986884492894,-0.007105997657459553,0.0007138629960234833,-0.012911582544792778,0.005344178443487738,-0.024024220326894725,-0.007630566623125654,0.0027299702459615376,0.011830567542905115,0.01752577470611977,-0.018924349762393034,-0.005616725001472353,-0.01082283263650683,0.002043703785946673,0.008022916801287437,0.01127548592714773,0.007181933352056688,-9.71735800270291e-05,0.002790771924126783,0.006663142985724842,0.007382373398683849,-0.007357722360926026,0.003194233608972595,0.01637705395743024,-0.012083716861095762,-0.00878513918357375,-0.011851136959247197,0.0060571832841217425,-0.005611461542656442,-0.0023276580938259,-0.0019266770784497136,0.006175050117591705,0.0009400087714627817,0.0026387314386098967,-0.010391091889142477,1,0,1,0,0,3,10,0,0,5,135,4,0,58,4,5,0,0,0,2,8,0,0,3,3,0,0,0,1,2,0,2,80,0,3,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.23795723833815327,0.1846951222174665,0.3354762448468698,0.05395494410714078,-0.019381501833631305,0.05338321951149292,-0.19083786653459647,-0.12916353684694612,0.1150278644856734,0.08106080350971194,-0.05955839769767189,0.050302769899175884,-0.0831506790898866,0.04633801089611384,0.046575928009159204,-0.08196502088922279,-0.005496802843613192,0.1474728004441835,0.1237821083529548,-0.0919295706898545,0.01696804976222578,-0.049302549338636203,0.09700018242122946,-0.06696865855931597,-0.016381138006109162,0.05452641807908965,-0.05043470026177721,-0.06899937124107286,0.050764076224160716,0.009487737152047579,0.06931050333185076,0.07281264309653065,0.0025997544882620533,-0.08349102097069204,0.010865093871193617,0.018936867788114035,-0.04719284091165568,-0.0035838231709274734,-0.09895227263315776,0.01079471983217058,0.023370710635626034,-0.049833113043647834,-0.031191212810170846,-0.005382919739899988,-0.001573712429287208,-0.040075246508482716,-0.05139166549336909,-0.006316641302440323,0.021097852163038514,0.006494040607469437,0.01952529548202389,0.009404114963168949,-0.033845792184119664,-0.019069740611619236,0.0011971018919536627,-0.029542234605125457,0.029565154417025737,-0.005403812542510745,-0.016780805101386007,-0.005526264707323918,0.05285012909836853,0.01627540370974889,0.010056126292797318,-0.06898544340410578,0.0330802953901745,-0.017963816125067058,0.008297166434861418,-0.039682260148178654,-0.031057620112423127,-0.026238663983542302,0.010177603982929129,-0.002543598514726568,0.029240282929249937,-0.0367230360083653,0.038387306156470215,-0.07210829575069831,-0.0025786594247587113,0.008435066907988939,0.025252847787935254,0.0026164907681216778,0.038001492304570395,0.03987598938446557,0.021617606703083173,-0.004082294492194459,-0.012687272883454174,-0.014371834625573615,0.03381545369739947,0.050607950409061145,0.002787781656368438,-0.039092935865249534,-0.017277279745083213,-0.001654606726147606,0.034272927771635694,-0.042643273352828366,-0.06533816533418023,-0.00838235130751919,0.0003877841396694951,-0.0029107023870746365,-0.007215347843002983,0.005255476341943385,2,2,1,2,1,0,5,0,0,0,27,7,4,0,8,0,1,0,5,2,4,1,0,2,0,0,0,0,1,3,0,2,50,0,2,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0
-0.03108358888915381,-0.1937931192827103,-0.1003117393300282,-0.263662577188319,0.15433370147810732,-0.05472906758644089,0.012798883122861364,-0.11347073525284622,-0.04465294527826809,0.13224282644544208,0.05415813863779974,0.016076311648119304,0.08729025268216811,-0.08188730890565597,0.21026023160799645,0.026857568912362,0.027924397698455793,0.0989568927175298,0.06743341093340358,-0.017375168416395782,-0.012756464109325637,-7.371689880793925e-06,-0.03210165194389055,-0.006422791262396242,-0.010792541192016851,-0.012776070536023514,0.15436347306795523,-0.09391115231827046,0.11008143457966905,0.028169681184553763,-0.10602811127569163,0.007662157201475927,0.09663038025931295,-0.11310579480937209,0.010314447871541819,0.0079197660244609,-0.006325479270249474,0.016998545145710496,0.07991526075194284,0.011119564397497833,-0.019086895615716942,0.0032897344252860485,-0.04281277309903382,0.010535250267960887,0.04562598135792023,-0.08934854703499505,0.048324692623493225,-0.009263796122625303,0.0009774161884578726,-0.08034305133432502,-0.07763184308395651,-0.005483951282326696,0.020889242853716277,0.016270260681117997,-0.010689081467497568,0.01012925859243217,-0.05549881375308922,-0.015659335953343203,0.028332460822681548,-0.03144312891833063,-0.0809206087536001,-0.03661754052197363,-0.01892665282424602,0.029233639298759988,-0.021963103086535013,-0.017428121822273098,0.011717770676432813,0.013671193584364126,0.05229527354735849,0.03808278781338342,0.019906925054864848,0.08363232532637228,-0.01936088891557914,0.010703534874212224,-0.01785807423973252,0.012568698048638187,0.041448048376339995,-0.013036046064690776,-0.05567454810353071,-0.0023258716718251703,0.07671015489646953,0.016429912090011083,0.01918769464682553,-0.04715700596770743,-0.006612116529978141,-0.027843725117863198,-0.0010300484308216349,-0.0002916946892431681,-0.0012952781755062558,0.04968882784412948,-0.015507871484823441,-0.03222853656553403,0.0055170693743557125,0.028950953164896008,0.02917960547733084,0.008309701233037736,-0.025070304225670338,-0.013158471659829512,-0.0004116056283782906,-0.002919959084798888,0,0,2,0,0,2,5,0,0,3,8,2,0,0,0,4,0,0,1,0,2,0,0,0,2,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.3286878315827721,-0.13586782560341737,-0.07055211644552264,-0.19754681058303003,0.09765246089190853,-0.1516635417733782,0.14074289532997233,0.08577196680604263,-0.0335443484547876,-0.0719934625985456,0.024856771349623247,0.039759421220924004,0.06420910943860411,0.007572305130716142,-0.06352423974680811,-0.015338797312018372,0.0912633928686856,0.07568106149312817,-0.09170085139845519,-0.0022224189187779646,-0.1077911287032598,-0.12063363800913308,-0.06894144346103999,0.057779955000060876,0.044429831079560035,-0.0722271064155376,-0.02507464819854601,0.0193849096437591,0.022806282173786538,-0.03998230445493674,0.03373459248676544,0.0019250220314584766,-0.05482050769372526,-0.011678838346477018,0.03168389295090261,-0.04359113726366809,-0.0004555871341045403,-0.03733063937216287,0.02155927287481002,0.02773800176088861,8.093323754863185e-05,0.03393401560532076,-0.03936024147457979,0.013341477552063616,0.006216537387371764,0.03282942566215388,0.07792953115443182,0.017893232365184128,0.045536529936556124,-0.03327138607875283,-0.02632521143663466,-0.005043449399389699,0.050628056504152995,0.022677681452031362,0.09560302028305437,0.022619102535171357,-0.05531473924891536,-0.009186837608905596,-0.02756160746142373,0.00013176625846438462,-0.01515960607147148,0.015103978307216576,0.07966422319015831,-0.10421386383444325,0.008090453863473922,0.010304217906328378,-0.03518059621223499,0.00912423551942542,-0.013448904274019055,-0.028471378946717064,-0.005318016957450957,-1.289427518407632e-05,0.0061158442324432865,0.06447765120117835,0.019627319508157933,2.9221273578327808e-05,0.02184205574198526,-0.020097788816554985,0.01881053530183248,0.024463317353686526,0.013750632026001639,0.02917022761015348,0.013123303462869003,-0.01952161068202679,0.011813286668505254,0.021899443379287085,0.01913166321402067,-0.000770285684013914,-0.007236369953373199,0.01770888708137104,0.017927174823355964,0.05689495765785343,-0.011341758337747563,0.008322003490108794,0.013147596933390439,-0.008518270432894506,-0.00659117312480261,0.00012865418223452496,-0.012709822454261329,0.01531909940031953,2,0,6,0,0,3,6,0,1,3,68,5,0,10,1,4,0,0,0,0,2,0,0,1,3,2,0,0,0,1,0,2,60,33,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0
0.5534109149322399,-0.066329708489254,0.10950707680714127,-0.05159497249251477,-0.024258277536924777,-0.03587465587653905,0.12212171973884642,0.04541322442445382,-0.08832080997589584,0.04740638168045304,-0.06786411245194497,-0.02291772765418522,-0.06911195401332994,-0.05032303022522015,-0.04324925853608369,0.07460223619358997,-0.002345457789088415,-0.06912893191705405,-0.04264259752594543,-0.04693050244814073,-0.01327663971564767,-0.10364261178338557,-0.060210616253850935,0.013672433117747566,0.04132232440509171,-0.02150398937901559,-0.011423191133816867,0.0388828248354241,-0.02337151881498928,-0.007196382719449883,0.04663278031123082,-0.02405118568353052,-0.06093029017417468,-0.008959115666272301,0.03407402893717186,-0.02409981141303818,0.018489751309988305,0.011284821851418755,0.06370059457001852,-0.008220343215707769,-0.004738036116901004,-0.00011268819251282827,-0.01854869158131662,0.019285009563692602,0.008421862292016486,0.0005127575349257139,0.053469512282709436,-0.0176473586908115,-0.00022104936494625558,-0.04549814386024782,-0.020683351348411226,-0.0340113264181494,0.025562050255786985,-0.005366459885803192,0.01094033916586842,0.05808507050937012,-0.019408608113924763,0.012086974276059396,-0.005500562610141351,0.01067377357672904,-0.016066402665051365,-0.02252796464283705,-0.007608088200116742,-0.07756113647921807,-0.040122074135671454,-0.015914614472721203,-0.021668862030457516,0.01875472602351325,0.06981524316138349,-0.02479012009758947,0.025668649645914844,0.06058761830734549,-0.0058338592063706535,0.021081273363103625,0.026582252933471565,0.00580207920211652,-0.033675008210248866,-0.006882786853014397,0.0004156789877067593,0.003688716675033881,0.02200431593158659,-0.03819670212142985,-0.008761791226199495,0.011592346687255967,0.02637750786433101,-0.005656300754742126,-0.0022707219340784247,-0.005466675678255043,-0.015384639238987176,-0.0026129632923054293,-0.022345655611033945,0.020818098602748053,0.0018378530026182567,-0.0024945450501879553,-0.011247996682254145,0.0003243940347966781,-0.014363383895197639,0.008476101346299822,-0.039925985176679495,0.01620163353669029,4,1,3,5,2,1,8,2,0,1,69,2,6,20,3,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,49,2,0,0,0,2,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,31,2,0
0.06370723953951565,-0.34054223297311237,0.33751441479175887,0.029811937606936543,0.06785393241000144,0.09345280352996489,0.03931332967519475,0.07700032621012509,-0.05029952761877117,0.034582616455100225,-0.11538622246908022,0.12348979257947748,-0.0797964542409322,-0.011318576935663864,-0.043869827101469264,0.10030456240521074,-0.02240526144705246,0.1140408929188412,-0.14296562034680227,0.05718879543189911,-0.0030935107133909195,0.10151371321566452,-0.0665605061684719,-0.13625081520573928,0.0013322168328366779,0.039731464094145255,0.10166506598600088,-0.02402747838749615,0.0011671071647722862,-0.03425277393965269,-0.0912760641939366,0.02794298003022522,-0.018838354558801847,0.10164920880877716,0.0023732115484950394,-0.06673386634754437,0.019821876508265227,0.007275035618879058,-0.0464403598824062,0.01933823355091128,0.06340975325814585,0.0319413086354225,0.02215996751389364,-0.050217210305890395,0.012842582307066457,0.08930564853034896,0.04542657874489731,-0.035695025036145876,0.03929366574869783,0.00607361491881692,-0.021346027847883524,-0.032021097704013055,-0.027784776424683,-0.02952742348295102,-0.055617325672311965,0.0036935619355324602,-0.0940533781958611,0.0064508488073028464,0.005136574385363507,-0.024326863897718085,0.026648130476309498,0.02078748622896309,0.07049475238718253,0.029330157545293566,0.001068532397209772,0.002255349295478914,-0.02731830745869928,0.021214461564069878,0.04503867349096171,0.011019365344464148,-0.06811591825739303,-0.0489293350983143,-0.020126326212973736,0.04400852444797114,0.012676345343200411,-0.03391622137330563,0.022171580681134128,-0.024353684318002108,-0.000697601876399466,-0.022235553610983498,0.025721726052490897,-0.011039848623430153,-0.020921839429380733,0.017441748802231778,-0.035142026524593764,-0.018069610129593253,-0.007780985548106771,-0.04903747377166484,0.02236445295563369,0.011206657837055385,-0.010998675659029795,-0.00809053734457471,-0.04154596382022304,0.011176739437098952,0.08376070214406753,-0.0055368083073920465,-0.01782798665378784,-0.008578155168270499,-0.0355988002667083,-0.019889592282519113,7,2,8,0,0,4,10,0,2,3,276,5,2,176,4,7,0,0,3,0,2,0,0,3,2,4,0,0,2,0,0,2,20,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
-0.2230739072664066,0.46884461392430576,0.246849749078208,0.12718884215222448,-0.051597050472925524,-0.08856463621190777,-0.10751005641155642,-0.011489518155786443,-0.007612830638823715,0.007090758082993727,-0.04828314464642754,-0.16351877912252466,-0.01977207839494481,0.1005006977148086,0.12201156845528317,-0.07263222198643769,-0.06327677399331844,0.10578651984829521,-0.05917335221730735,-0.07583091756270907,0.02327418250371014,-0.07388498619028787,-0.012637437779697318,-0.05184291934364485,0.06760580824415013,-0.0071403590688289345,-0.022964701265718406,-0.08982336394430704,0.008993828231049977,0.038470792100493374,0.04254995179364362,0.08823373533887088,-0.006789782733075692,0.00902124867495956,-0.027193006514920542,0.052435716534963164,-0.042868484455397156,-0.05046584905331386,0.013654207742229457,0.012507367659088805,-0.045131265224101394,0.0008193379105577003,0.02879982328260895,0.044191558616854004,-0.025250710791665697,-0.00783885399273046,0.006945033150477729,-0.01211415618758636,-0.0019798447714632853,-0.00894419735172506,0.015589787275635064,-0.011324854372753525,-0.03943113988905801,-0.03149897439945081,-0.006748500850046063,-0.04444522145885593,-0.019912121232686878,-0.0058914849476399914,-0.041368119326431786,-0.012691716379699541,0.033802249316788505,-0.0003407067757448881,0.0012327037820833945,0.023498652950911445,-0.012610704951827097,-0.032898948403024805,0.006593990015570317,0.05269669492372064,0.0290561549170176,0.0036837117888024185,-0.015085156142154898,0.04281565849841647,-0.03946648182821805,0.018565310821266494,-0.046934377507906466,0.03639664665411196,0.019459542468452582,0.007061996894084068,0.010048905685122048,-0.0025946832187919676,0.01040348824505554,-0.01710147132905082,-0.011468155748642277,-0.03914712468162901,-0.00801802242884524,0.020919050390270734,-0.0037459869927097076,0.0009687365803040839,-0.018426823487399126,0.03706999398196503,0.005346933598536677,0.004090599248404728,-0.002274763489929419,0.02075143960364688,0.0404078356896012,0.002558478885027471,-0.011750547503844168,0.0035499004982542937,-0.01044288219563548,0.029954248487398326,0,0,1,0,0,0,1,0,0,0,0,9,0,0,8,2,0,0,3,0,1,1,0,0,0,0,0,0,1,1,0,2,10,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
